Date,equity_gross
2024-05-25,168355.08936159275
2024-05-26,168355.08936159275
2024-05-27,168949.39306872402
2024-05-28,170344.39268687792
2024-05-29,170755.73633628222
2024-05-30,169679.00937256948
2024-05-31,168435.09537359572
2024-06-01,168435.09537359572
2024-06-02,168435.09537359572
2024-06-03,156531.4211080717
2024-06-04,183635.94871260086
2024-06-05,181905.40809149545
2024-06-06,183692.26657462053
2024-06-07,184831.55881209625
2024-06-08,184831.55881209625
2024-06-09,184831.55881209625
2024-06-10,183663.2834885536
2024-06-11,182917.4601829975
2024-06-12,182289.76071606303
2024-06-13,182740.6036889527
2024-06-14,183714.36590645305
2024-06-15,183714.36590645305
2024-06-16,183714.36590645305
2024-06-17,183714.36590645305
2024-06-18,183374.61386510739
2024-06-19,186059.48812192382
